NAME                                                                           VERSION                                        TYPE                            
node-lru-cache                                                                 7.14.1-1                                       deb                             
node-make-dir                                                                  3.1.0-3                                        deb                             
node-memfs                                                                     3.4.12+~cs1.0.3-1                              deb                             
node-memory-fs                                                                 0.5.0+~0.3.3-2                                 deb                             
node-merge-stream                                                              2.0.0+~1.1.2-2                                 deb                             
node-micromatch                                                                4.0.5+~4.0.2-1                                 deb                             
node-mime                                                                      3.0.0+dfsg+~cs6.97.2-1                         deb                             
node-mime-types                                                                2.1.35-1                                       deb                             
node-mimic-response                                                            3.1.0-8                                        deb                             
node-minimatch                                                                 5.1.1+~5.1.2-1                                 deb                             
node-minimist                                                                  1.2.7+~cs5.3.2-2                               deb                             
node-minipass                                                                  3.3.6+~cs9.4.19-1                              deb                             
node-mkdirp                                                                    1.0.4+~1.0.2-4                                 deb                             
node-modules-regexp                                                            1.0.0                                          npm                             
node-move-concurrently                                                         1.0.1-5                                        deb                             
node-ms                                                                        2.1.3+~cs0.7.31-3                              deb                             
node-mute-stream                                                               0.0.8+~0.0.1-3                                 deb                             
node-n3                                                                        1.16.3+~1.2.3+~1.10.4-1                        deb                             
node-negotiator                                                                0.6.3+~0.6.1-1                                 deb                             
node-neo-async                                                                 2.6.2+~cs3.0.0-2                               deb                             
node-nopt                                                                      5.0.0-4                                        deb                             
node-normalize-package-data                                                    4.0.1+~2.4.1-1                                 deb                             
node-normalize-path                                                            3.0.0+~3.0.0-1                                 deb                             
node-npm-bundled                                                               2.0.1-2                                        deb                             
node-npm-package-arg                                                           10.0.0+~3.0.0-2                                deb                             
node-npm-run-path                                                              5.1.0+~4.0.0-8                                 deb                             
node-npmlog                                                                    7.0.1+~4.1.4-1                                 deb                             
node-object-assign                                                             4.1.1-7                                        deb                             
node-object-inspect                                                            1.12.2+~cs1.8.1-1                              deb                             
node-once                                                                      1.4.0-7                                        deb                             
node-optimist                                                                  0.6.1+~0.0.30-2                                deb                             
node-optionator                                                                0.9.1+dfsg+~cs1.2.3-1                          deb                             
node-osenv                                                                     0.1.5+~0.1.1-1                                 deb                             
node-p-cancelable                                                              2.1.1-1                                        deb                             
node-p-limit                                                                   4.0.0+~cs4.0.0-5                               deb                             
node-p-locate                                                                  6.0.0-12                                       deb                             
node-p-map                                                                     4.0.0+~3.1.0+~3.0.1-1                          deb                             
node-parse-json                                                                5.2.0+~cs5.1.7-1                               deb                             
node-path-dirname                                                              1.0.2-2                                        deb                             
node-path-exists                                                               5.0.0-8                                        deb                             
node-path-is-absolute                                                          2.0.0-2                                        deb                             
node-path-is-inside                                                            1.0.2+~1.0.0-1                                 deb                             
node-path-type                                                                 4.0.0-3                                        deb                             
node-picocolors                                                                1.0.0-4                                        deb                             
node-pify                                                                      5.0.0+~cs5.0.1-1                               deb                             
node-pkg-dir                                                                   5.0.0-2                                        deb                             
node-postcss                                                                   8.4.20+~cs8.0.23-1                             deb                             
node-postcss-modules-extract-imports                                           3.0.0-2                                        deb                             
node-postcss-modules-values                                                    4.0.0+~4.0.0-1                                 deb                             
node-postcss-value-parser                                                      4.2.0-1                                        deb                             
node-preload                                                                   0.2.1                                          npm                             
node-prelude-ls                                                                1.2.1+dfsg-3                                   deb                             
node-process-nextick-args                                                      2.0.1-3                                        deb                             
node-progress                                                                  2.0.3-2                                        deb                             
node-promise-inflight                                                          1.0.1+~1.0.0-1                                 deb                             
node-promise-retry                                                             2.0.1-4                                        deb                             
node-promzard                                                                  0.3.0-2                                        deb                             
node-prr                                                                       1.0.1-3                                        deb                             
node-pump                                                                      3.0.0-5                                        deb                             
node-punycode                                                                  2.2.3-2                                        deb                             
node-quick-lru                                                                 6.1.1-4                                        deb                             
node-randombytes                                                               2.1.0+~2.0.0-2                                 deb                             
node-read                                                                      1.0.7-5                                        deb                             
node-read-package-json                                                         5.0.2+~2.0.0-1                                 deb                             
node-read-pkg                                                                  5.2.0-2                                        deb                             
node-readable-stream                                                           3.6.0+~cs3.0.0-4build1                         deb                             
node-readdirp                                                                  3.6.0-1                                        deb                             
node-rechoir                                                                   0.8.0+~0.6.1-2                                 deb                             
node-regenerate                                                                1.4.2-3                                        deb                             
node-regenerate-unicode-properties                                             10.1.0+ds-1                                    deb                             
node-regenerator-runtime                                                       0.15.1+~0.10.8-1                               deb                             
node-regenerator-transform                                                     0.15.1+~0.10.8-1                               deb                             
node-regexpp                                                                   3.2.0-4                                        deb                             
node-regexpu-core                                                              5.2.2-3                                        deb                             
node-regjsgen                                                                  0.7.1+ds-1                                     deb                             
node-regjsparser                                                               0.9.1+ds-2                                     deb                             
node-releases                                                                  2.0.6                                          npm                             
node-repeat-string                                                             1.6.1+repack-1                                 deb                             
node-require-directory                                                         2.1.1+~2.1.2-1                                 deb                             
node-resolve                                                                   1.22.1+~cs5.31.10-1                            deb                             
node-resolve-cwd                                                               3.0.0-2                                        deb                             
node-resolve-from                                                              5.0.0+~3.1.0+~3.3.0+~2.0.0-1                   deb                             
node-resumer                                                                   0.0.0-6                                        deb                             
node-retry                                                                     0.13.1+~0.12.1-1                               deb                             
node-rimraf                                                                    3.0.2-2                                        deb                             
node-run-queue                                                                 2.0.0-3                                        deb                             
node-safe-buffer                                                               5.2.1+~cs2.1.2-3                               deb                             
node-schema-utils                                                              3.1.1~ds-2                                     deb                             
node-semver                                                                    7.5.4+~7.5.0-2                                 deb                             
node-serialize-javascript                                                      6.0.1-1                                        deb                             
node-set-blocking                                                              2.0.0-2                                        deb                             
node-set-immediate-shim                                                        2.0.0-2                                        deb                             
node-shebang-command                                                           2.0.0-1                                        deb                             
node-shebang-regex                                                             3.0.0-2                                        deb                             
node-signal-exit                                                               4.1.0-5                                        deb                             
node-slash                                                                     4.0.0-3                                        deb                             
node-slice-ansi                                                                5.0.0+~cs9.0.0-5                               deb                             
node-source-list-map                                                           2.0.1+dfsg+~0.1.2-1                            deb                             
node-source-map                                                                0.7.0++dfsg2+really.0.6.1-15                   deb                             
node-source-map-support                                                        0.5.21+ds+~0.5.4-1                             deb                             
node-spdx-correct                                                              3.1.1-2                                        deb                             
node-spdx-exceptions                                                           2.3.0-2                                        deb                             
node-spdx-expression-parse                                                     3.0.1+~3.0.1-1                                 deb                             
node-spdx-license-ids                                                          3.0.12-1                                       deb                             
node-sprintf-js                                                                1.1.2+ds1+~1.1.2-1                             deb                             
node-ssri                                                                      9.0.1-2                                        deb                             
node-string-decoder                                                            1.3.0-6                                        deb                             
node-string-width                                                              4.2.3+~cs13.2.3-1                              deb                             
node-strip-ansi                                                                6.0.1-2                                        deb                             
node-strip-bom                                                                 4.0.0-2                                        deb                             
node-strip-json-comments                                                       4.0.0-4                                        deb                             
node-supports-color                                                            8.1.1+~8.1.1-1                                 deb                             
node-tapable                                                                   2.2.1-3                                        deb                             
node-tape                                                                      5.6.1+~cs8.20.19-1                             deb                             
node-tar                                                                       6.1.13+~cs7.0.5-1                              deb                             
node-terser                                                                    5.19.2-1                                       deb                             
node-text-table                                                                0.2.0-4                                        deb                             
node-through                                                                   2.3.8+~cs0.0.30-1                              deb                             
node-time-stamp                                                                2.2.0-2                                        deb                             
node-to-fast-properties                                                        3.0.1-3                                        deb                             
node-to-regex-range                                                            5.0.1-4                                        deb                             
node-tslib                                                                     2.4.1-1                                        deb                             
node-type-check                                                                0.4.0+dfsg-3                                   deb                             
node-typedarray                                                                0.0.7-1                                        deb                             
node-typedarray-to-buffer                                                      4.0.0-2                                        deb                             
node-undici                                                                    5.22.1+dfsg1+~cs20.10.10.2-1ubuntu1            deb                             
node-unicode-canonical-property-names-ecmascript                               2.0.0-2                                        deb                             
node-unicode-match-property-ecmascript                                         2.0.0-2                                        deb                             
node-unicode-match-property-value-ecmascript                                   2.1.0+ds-1                                     deb                             
node-unicode-property-aliases-ecmascript                                       2.1.0+ds-1                                     deb                             
node-unique-filename                                                           1.1.1+ds-2                                     deb                             
node-uri-js                                                                    4.4.0+dfsg-8                                   deb                             
node-util                                                                      0.12.5+~1.0.10-1                               deb                             
node-util-deprecate                                                            1.0.2-3                                        deb                             
node-uuid                                                                      8.3.2+~8.3.3-4                                 deb                             
node-v8-compile-cache                                                          2.3.0-3                                        deb                             
node-v8flags                                                                   3.2.0+~3.1.1-1                                 deb                             
node-validate-npm-package-license                                              3.0.4-2                                        deb                             
node-validate-npm-package-name                                                 5.0.0+~4.0.0-1                                 deb                             
node-watchpack                                                                 2.4.0+~cs2.8.1-1                               deb                             
node-wcwidth.js                                                                1.0.2-2                                        deb                             
node-webassemblyjs                                                             1.11.4+dfsg+~cs10.11.17-2                      deb                             
node-webpack-sources                                                           3.2.3+~3.2.0-2                                 deb                             
node-which                                                                     2.0.2+~cs1.3.2-3                               deb                             
node-wide-align                                                                1.1.3-4                                        deb                             
node-wordwrap                                                                  1.0.0-4                                        deb                             
node-wrap-ansi                                                                 8.0.1+~8.0.1-3                                 deb                             
node-wrappy                                                                    1.0.2-3                                        deb                             
node-write                                                                     2.0.0~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1      deb                             
node-write-file-atomic                                                         4.0.2+~4.0.0-2                                 deb                             
node-xtend                                                                     4.0.2-3                                        deb                             
node-y18n                                                                      5.0.8+~5.0.0-3                                 deb                             
node-yallist                                                                   4.0.0+~4.0.1-1                                 deb                             
node-yargs                                                                     16.2.0+~16.0.4-7                               deb                             
node-yargs-parser                                                              21.1.1+~21.0.0-4                               deb                             
nodejs                                                                         18.13.0+dfsg1-1ubuntu2.3                       deb                             
nopt                                                                           5.0.0                                          npm                             
normalize-package-data                                                         4.0.1                                          npm                             
normalize-path                                                                 3.0.0                                          npm                             
normalize-url                                                                  7.1.0                                          npm                             
notebook                                                                       6.4.12                                         python                          
npm                                                                            9.2.0                                          npm                             
npm                                                                            9.2.0~ds1-1                                    deb                             
npm-audit-report                                                               4.0.0                                          npm                             
npm-bundled                                                                    2.0.1                                          npm                             
npm-install-checks                                                             6.0.0                                          npm                             
npm-normalize-package-bin                                                      2.0.0                                          npm                             
npm-package-arg                                                                10.0.0                                         npm                             
npm-packlist                                                                   7.0.4                                          npm                             
npm-pick-manifest                                                              8.0.1                                          npm                             
npm-profile                                                                    7.0.1                                          npm                             
npm-registry-fetch                                                             14.0.3                                         npm                             
npm-run-path                                                                   5.1.0                                          npm                             
npm-user-validate                                                              1.0.1                                          npm                             
npmlog                                                                         7.0.1                                          npm                             
numpy                                                                          1.24.2                                         python                          
nyc                                                                            15.1.0                                         npm                             
oauthlib                                                                       3.2.2                                          python                          
object-assign                                                                  4.1.1                                          npm                             
object-inspect                                                                 1.12.2                                         npm                             
object-is                                                                      1.1.5                                          npm                             
object-keys                                                                    1.1.1                                          npm                             
object.assign                                                                  4.1.4                                          npm           (+1 duplicate)    
observer                                                                       0.1.1                                          gem                             
ocl-icd-libopencl1                                                             2.3.2-1                                        deb                             
once                                                                           1.4.0                                          npm                             
open-uri                                                                       0.2.0                                          gem                             
open3                                                                          0.1.1                                          gem                             
openjdk-21-jdk                                                                 21.0.3+9-1ubuntu1~23.10.1                      deb                             
openjdk-21-jdk-headless                                                        21.0.3+9-1ubuntu1~23.10.1                      deb                             
openjdk-21-jre                                                                 21.0.3+9-1ubuntu1~23.10.1                      deb                             
openjdk-21-jre-headless                                                        21.0.3+9-1ubuntu1~23.10.1                      deb                             
openmpi-bin                                                                    4.1.5-3ubuntu1                                 deb                             
openmpi-common                                                                 4.1.5-3ubuntu1                                 deb                             
openssh-client                                                                 1:9.3p1-1ubuntu3.6                             deb                             
openssl                                                                        3.0.1                                          gem                             
openssl                                                                        3.0.10-1ubuntu2.3                              deb                             
optimist                                                                       0.6.1                                          npm                             
optionator                                                                     0.9.1                                          npm                             
optparse                                                                       0.2.0                                          gem                             
osenv                                                                          0.1.5                                          npm                             
ostruct                                                                        0.5.2                                          gem                             
p-cancelable                                                                   2.1.1                                          npm                             
p-each-series                                                                  2.2.0                                          npm                             
p-limit                                                                        4.0.0                                          npm                             
p-locate                                                                       6.0.0                                          npm                             
p-map                                                                          4.0.0                                          npm                             
p-reduce                                                                       2.1.0                                          npm                             
p-try                                                                          3.0.0                                          npm                             
package-hash                                                                   4.0.0                                          npm                             
packagekit                                                                     1.2.7-1                                        deb                             
packaging                                                                      23.1                                           python                          
pacote                                                                         15.0.7                                         npm                             
pandas                                                                         1.5.3                                          python                          
pandocfilters                                                                  1.5.0                                          python                          
parent-module                                                                  2.0.0                                          npm                             
parse-conflict-json                                                            3.0.0                                          npm                             
parse-json                                                                     5.2.0                                          npm                             
parse-node-version                                                             1.0.1                                          npm                             
parso                                                                          0.8.3                                          python                          
passwd                                                                         1:4.13+dfsg1-1ubuntu1.1                        deb                             
patch                                                                          2.7.6-7build2                                  deb                             
path-dirname                                                                   1.0.2                                          npm                             
path-exists                                                                    5.0.0                                          npm                             
path-is-absolute                                                               2.0.0                                          npm                             
path-is-inside                                                                 1.0.2                                          npm                             
path-key                                                                       4.0.0                                          npm                             
path-parse                                                                     1.0.7                                          npm                             
path-type                                                                      4.0.0                                          npm                             
pathname                                                                       0.2.0                                          gem                             
perl                                                                           5.36.0-9ubuntu1.1                              deb                             
perl-base                                                                      5.36.0-9ubuntu1.1                              deb                             
perl-modules-5.36                                                              5.36.0-9ubuntu1.1                              deb                             
pexpect                                                                        4.8.0                                          python                          
php-bcmath                                                                     2:8.2+93ubuntu1                                deb                             
php-common                                                                     2:93ubuntu1                                    deb                             
php-dev                                                                        2:8.2+93ubuntu1                                deb                             
php-gd                                                                         2:8.2+93ubuntu1                                deb                             
php-mbstring                                                                   2:8.2+93ubuntu1                                deb                             
php-mysql                                                                      2:8.2+93ubuntu1                                deb                             
php-pear                                                                       1:1.10.13+submodules+notgz+2022032202-2build1  deb                             
php-phar-io-version                                                            3.2.1-1                                        deb                             
php-php-gettext                                                                1.0.12-6                                       deb                             
php-tokenizer                                                                  1.2.1-1                                        deb                             
php-xml                                                                        2:8.2+93ubuntu1                                deb                             
php8.2-bcmath                                                                  8.2.10-2ubuntu2.2                              deb                             
php8.2-cli                                                                     8.2.10-2ubuntu2.2                              deb                             
php8.2-common                                                                  8.2.10-2ubuntu2.2                              deb                             
php8.2-dev                                                                     8.2.10-2ubuntu2.2                              deb                             
php8.2-gd                                                                      8.2.10-2ubuntu2.2                              deb                             
php8.2-mbstring                                                                8.2.10-2ubuntu2.2                              deb                             
php8.2-mysql                                                                   8.2.10-2ubuntu2.2                              deb                             
php8.2-opcache                                                                 8.2.10-2ubuntu2.2                              deb                             
php8.2-readline                                                                8.2.10-2ubuntu2.2                              deb                             
php8.2-xml                                                                     8.2.10-2ubuntu2.2                              deb                             
pickleshare                                                                    0.7.5                                          python                          
picocolors                                                                     1.0.0                                          npm                             
picomatch                                                                      2.3.1                                          npm                             
pify                                                                           5.0.0                                          npm                             
pillow                                                                         10.0.0                                         python                          
pip                                                                            23.2                                           python                          
pirates                                                                        4.0.5                                          npm                             
pkg-config                                                                     1.8.1-2                                        deb                             
pkg-dir                                                                        5.0.0                                          npm                             
pkgconf                                                                        1.8.1-2                                        deb                             
pkgconf-bin                                                                    1.8.1-2                                        deb                             
platformdirs                                                                   3.10.0                                         python                          
ply                                                                            3.11                                           python                          
polkitd                                                                        123-1                                          deb                             
postcss                                                                        8.4.20                                         npm                             
postcss-modules-extract-imports                                                3.0.0                                          npm                             
postcss-modules-local-by-default                                               4.0.0                                          npm                             
postcss-modules-scope                                                          3.0.0                                          npm                             
postcss-modules-values                                                         4.0.0                                          npm                             
postcss-selector-parser                                                        6.0.10                                         npm                             
postcss-value-parser                                                           4.2.0                                          npm                             
power_assert                                                                   2.0.1                                          gem                             
pp                                                                             0.3.0                                          gem                             
prelude-ls                                                                     1.2.1                                          npm                             
prettyprint                                                                    0.1.1                                          gem                             
prime                                                                          0.1.2                                          gem                             
proc-log                                                                       3.0.0                                          npm                             
process                                                                        0.11.10                                        npm                             
process-nextick-args                                                           2.0.1                                          npm                             
